MARKET_CD,HSN_CD,HSN_NM,TOWN_CD,TOWN_NM,ZIP,STORE_CD,STORE_NM,ADDR,ISOPEN
FM,,新北市,,永和區,234,10855,永和保安店,新北市永和區永貞路３８７號,Y
FM,,高雄市,,鹽埕區,803,10836,高雄新樂店,高雄市鹽埕區新樂街２３８號,Y
FM,,台北市,,松山區,105,11273,松醫店,台北市松山區東光里健康路１５８號,Y
FM,,台北市,,北投區,112,11823,光明店,台北市北投區光明路２３號，２５號,Y
FM,,台中市,,南屯區,408,11828,台中大英店,台中市南屯區溝墘里大業路２７１號一樓,Y
FM,,台中市,,豐原區,420,11837,豐原豐南店,台中市豐原區田心里豐南街１３３號１３３之１號一樓,Y
FM,,嘉義縣,,中埔鄉,606,11787,中埔明珠店,嘉義縣中埔鄉社口村１９鄰檨仔林２３－７號,Y
FM,,高雄市,,鳳山區,830,11945,鳳山誠義店,高雄市鳳山區誠義路１１９號,Y
FM,,彰化縣,,和美鎮,508,12060,和美家美店,彰化縣和美鎮南佃里嘉佃路８號一樓,Y
FM,,彰化縣,,鹿港鎮,505,12059,鹿港鹿鼎店,彰化縣鹿港鎮鹿草路四段４０９號一樓,Y
FM,,台東縣,,台東市,950,12061,台東豐樂店,台東縣台東市豐樂里正氣北路５２６號一樓,Y
FM,,台南市,,六甲區,734,11344,六甲民生附店,台南市六甲區工研路８號,Y
FM,,新北市,,樹林區,238,11655,樹林新中店,新北市樹林區中山路三段１０７號及１０７－１號,Y
FM,,新北市,,新莊區,242,12152,新莊福基店,新北市新莊區福基里化成路８１２號,Y
FM,,台北市,,松山區,105,12220,豐禾店,台北市松山區民生東路三段１３０巷５弄２號,Y
FM,,新竹市,,東區,300,12254,新竹旺宏店,新竹市東區科學園區力行路１６號,Y
FM,,新北市,,林口區,244,12288,林口竹林店,新北市林口區林口路１２６號１Ｆ,Y
FM,,彰化縣,,鹿港鎮,505,12081,鹿港車站店,彰化縣鹿港鎮民權路２０２號,Y
FM,,桃園市,,中壢區,320,12079,中壢柏德店,桃園市中壢區實踐路２２１號,Y
FM,,新北市,,板橋區,220,12072,板橋華江店,新北市板橋區雙十路三段５４號,Y
FM,,台北市,,北投區,112,12067,新和店,台北市北投區中和街４８９號,Y
FM,,南投縣,,埔里鎮,545,12168,埔里埔榮店,南投縣埔里鎮蜈蚣里中山路一段２３７之７號１樓,Y
FM,,台中市,,石岡區,422,12163,石岡登峰店,台中市石岡區明德路１７９號１樓,Y
FM,,桃園市,,龍潭區,325,12193,龍潭兄弟店,桃園市龍潭區民生路１０號,Y
FM,,新北市,,新莊區,242,12190,新莊龍鳳店,新北市新莊區中正路７２９號,Y
FM,,台南市,,安平區,708,12199,台南新安平店,臺南市安平區安平路１７７號１樓,Y
FM,,南投縣,,名間鄉,551,12198,名間金交流店,南投縣名間鄉彰南路２４３號,Y
FM,,台中市,,北屯區,406,12279,台中熱河店,台中市北屯區平心里熱河路二段１６６號１樓,Y
